prim_acc_no,composite_acc_name,consolidated_acc_address,acc_stat,acc_district,rel_mngr_name,raw_acc_name,acc_opened_dt,acc_closed_dt,addr_line_one,city,state,postal_cde,ctry,acc_risk_rtng,aml_alr_flg,sar_count,tel_no
83645993551024,JETT HANTON,"96 Florabunda Lane, MACQUARIE FI, NSW, 2564",Active,MACQUARIE FI,KORTNEY MCFADIN,JETT HANTON,,,39 Girvan Grove,MACQUARIE FI,VIC,3555,AU,1147,f,,(02) 4675 5090
94870192191827,Tape World de,"1883 Farland Street, Bridgeview, IL, 60455",Active,Bridgeview,STACEY TANSIL,Tape World de,,,1883 Farland Street,Bridgeview,IL,60455,US,2285,f,,773-960-8430
867269952972,ManPower Imports SICAV,"59 Buckingham Rd, THORNEY, NG23 6XW",Active,THORNEY,LANG ALKINS,ManPower Imports SICAV,,,59 Buckingham Rd,THORNEY,,NG23 6XW,GB,7550,f,,078 8976 5653
8130993056122,MacMarr Stores Imports Co,"1595 Heliport Loop, Bloomington, IN, 47408",Active,Bloomington,,MacMarr Stores Imports Co,,,1595 Heliport Loop,Bloomington,IN,47408,US,7020,f,,812-657-8988
14778365414248,RICHARD LOZOYA,"Lombokstraat 126, Leiden, ZH, 2315 EP",Closed,Leiden,DEEDRA KALMBACH,RICHARD LOZOYA,,,Simonszandlaan 173,Leiden,NB,5691 ZT,NL,1178,f,,06-64664160
24432571496656,PIPER O'MAY,"29 Beach Street, PIPERS RIVER, TAS, 7252",Active,PIPERS RIVER,ROBENA MORADIAN,PIPER O'MAY,,,5 Redesdale Rd,PIPERS RIVER,VIC,3551,AU,3039,f,,(03) 6219 8158
34293778649532,Afforda NV,"87 South Street, MOELFRE, LL72 7PR",Active,MOELFRE,NATHANAEL FEGLEY,Afforda NV,,,87 South Street,MOELFRE,,LL72 7PR,GB,1020,f,,078 6662 5777
34386883882517,SAMUEL CONNAL,"71 Larissa Court, MILDURA CENT, VIC, 3501",Active,MILDURA CENT,,SAMUEL CONNAL,,,36 Clifton Street,MILDURA CENT,VIC,3610,AU,438,f,,(03) 5371 7617
37162996839152,SOREN BEAUDOIN,"Linieweg 245, Landskouter, VOV, 9860",Active,Landskouter,,SOREN BEAUDOIN,,,Ramselsesteenweg 364,Landskouter,WNA,5140,BE,2872,f,,
49998124183483,LIAM KATES,"70 Harris Street, BRIDGE CREEK, VIC, 3723",Active,BRIDGE CREEK,ERVIN TROIDL,LIAM KATES,,,56 Thyme Avenue,BRIDGE CREEK,QLD,4361,AU,9746,f,,(03) 5358 5535
56544968492486,AYMON FOUQUET,"3188 Farland Avenue, Saturn, TX, 78861",Closed,Saturn,WILLENE HUEBNER,AYMON FOUQUET,,,4830 Thunder Road,Saturn,CA,94403,US,1431,f,,830-540-6517
58528180530365,Muirhead's Distribution,"Via Torre di Mezzavia 116, Tricalle, CH, 66100",Active,Tricalle,,Muirhead's Distribution,,,Vicolo Cieco Fondachetto 122,Tricalle,SA,84063,IT,344,f,,
75689969113957,ALEXANDR TANCRED,"17 Endeavour Drive, WARRACHIE, SA, 5607",Active,WARRACHIE,BAO ROHNER,ALEXANDR TANCRED,,,1795 boulevard des Laurentides,WARRACHIE,QC,G9X 3B2,AU,7797,f,,
79852829716357,Mission G Developments,"134 Wolmarans St, Delmas, Mpumalanga, 2211",Active,Delmas,,Mission G Developments,,,1233 Rissik St,Delmas,Mpumalanga,1030,ZA,2330,f,,
87097489678724,CYNTHIA GUY,"3919 Hampton Meadows, Woburn, MA, 01801",Active,Woburn,SULEMA ARGANBRIGH,CYNTHIA GUY,,,2606 Hawks Nest Lane,Woburn,MO,63141,US,1457,f,,978-413-8429
176449714951,JAMES KNUTH,"2224 B Street, Saint Paul, MN, 55104",Active,Saint Paul,SHERLY VERE,JAMES KNUTH,,,2224 B Street,Saint Paul,MN,55104,US,8051,f,,651-659-8367
3859119240857,HARRISON PHILIPP,"17 Bathurst Road, UPPER TURON, NSW, 2795",Active,UPPER TURON,,HARRISON PHILIPP,,,38 Forest Drive,UPPER TURON,VA,22021,AU,1147,f,,
5470752756015,Chase Pitkin Imports de,"Langwiesstrasse 21, Werthenstein, 6106",Active,Werthenstein,,Chase Pitkin Imports de,,,Langwiesstrasse 21,Werthenstein,,6106,CH,9334,f,,041 795 79 17
18495294359492,Brand Names AK,"1141 11th Ave, Calgary, AB, T2P 1M6",Closed,Calgary,LATISHA NWAKANMA,Brand Names AK,,,1141 11th Ave,Calgary,AB,T2P 1M6,CA,2505,f,,403-218-7490
29420453063809,MARTINA ENGEL,"Gruenauer Strasse 88, Lauenburg, SH, 21471",Active,Lauenburg,,MARTINA ENGEL,,,Hardenbergstra�e 67,Lauenburg,RP,66871,DE,820,f,,04153 41 18 23
33635868634824,BERYL DEVEREAUX,"3709 Eglinton Avenue, Toronto, ON, M4P 1A6",Active,Toronto,,BERYL DEVEREAUX,,,3709 Eglinton Avenue,Toronto,ON,M4P 1A6,CA,1602,f,,416-710-2988
36031870710680,Showbiz Pizza Place Imports EE,"3874 Quilly Lane, Columbus, OH, 43219",Active,Columbus,,Showbiz Pizza Place Imports EE,,,3874 Quilly Lane,Columbus,OH,43219,US,2102,f,,614-478-8762
42477120297898,Simply Appraisals SICAV,"51 Walters Street, LILLIPUT, VIC, 3682",Active,LILLIPUT,SHIRLY KANDER,Simply Appraisals SICAV,,,61 High Street,LILLIPUT,SA,5600,AU,5292,f,,(03) 5373 1846
43570013205892,JOSHUA BARON,"2064 Red Maple Drive, Hollywood, CA, 90028",Active,Hollywood,MURRAY WEATHERHEA,JOSHUA BARON,,,Chauss�e de Li�ge 17,Hollywood,WHT,6780,US,653,f,,323-382-4343
46059426651678,Avant Garde Appraisal Group Imports Sahis,"3413 Highland Drive, Green Bay, WI, 54303",Active,Green Bay,,Avant Garde Appraisal Group Imports Sahis,,,3413 Highland Drive,Green Bay,WI,54303,US,7052,f,,920-718-9456
48034133846234,Lionel Kiddie City Ltd,"Via Stazione 95, Stechelberg, 3824",Active,Stechelberg,,Lionel Kiddie City Ltd,,,Via Stazione 95,Stechelberg,,3824,CH,4352,f,,
64557783112834,MARGARET LINK,"3259 Mulberry Avenue, Hot Springs, AR, 71901",Active,Hot Springs,,MARGARET LINK,,,3259 Mulberry Avenue,Hot Springs,AR,71901,US,5395,f,,501-318-3068
67155338595623,Chief Auto Parts Imports Dev,"4761 Reel Avenue, Santa Fe, NM, 87501",Active,Santa Fe,TAM LEMME,Chief Auto Parts Imports Dev,,,4761 Reel Avenue,Santa Fe,NM,87501,US,7719,f,,505-310-9378
81329927374291,MARGARET LINK,"3259 Mulberry Avenue, Hot Springs, AR, 71901",Active,Hot Springs,PHUNG CONDREAY,MARGARET LINK,,,3259 Mulberry Avenue,Hot Springs,AR,71901,US,4110,f,,501-318-3068
94660331930783,ISACCO ROMANO,"49 Denison Road, ROSEBUD WEST, VIC, 3940",Active,ROSEBUD WEST,,ISACCO ROMANO,,,49 Denison Road,ROSEBUD WEST,VIC,3940,AU,2729,f,,(03) 9999 0464
8522313710384,JOHN YOUNG,"4745 Glen Long Avenue, Toronto, ON, M6B 1J8",Active,Toronto,,JOHN YOUNG,,,4745 Glen Long Avenue,Toronto,ON,M6B 1J8,CA,5480,f,,416-787-9997
8629478182122,Pak and Save Imports KGaA,"Hollander Strasse 33, Marburg, HE, 35039",Active,Marburg,STUART ZILLMER,Pak and Save Imports KGaA,,,Hollander Strasse 33,Marburg,HE,35039,DE,820,f,,06420 17 11 28
9025613200708,SAMANTHA MARX,"4614 Radford Street, Winchester, KY, 40391",Closed,Winchester,,SAMANTHA MARX,,,4614 Radford Street,Winchester,KY,40391,US,9234,f,,502-316-1851
9609308610152,PATRICIA FARRAR,"1876 Bo Meul St, Fish Hoek, Western Cape, 7995",Active,Fish Hoek,KATHERIN IBBETSON,PATRICIA FARRAR,,,40 Hargrave Road,Fish Hoek,QLD,4306,ZA,9845,f,,084 481 8756
21635651971541,SARAH CLEGG,"2372 Jim Rosa Lane, San Francisc, CA, 94122",Active,San Francisc,ONITA RENZE,SARAH CLEGG,,,2372 Jim Rosa Lane,San Francisc,CA,94122,US,6018,f,,
21670717301311,Good Guys Imports EEI,"2 Gaggin Street, NORTH ARM CO, NSW, 2324",Active,NORTH ARM CO,,Good Guys Imports EEI,,,2 Gaggin Street,NORTH ARM CO,NSW,2324,AU,9651,f,,(02) 4933 6758
23906812790453,KOBY LAWRENSON,"31 Southwell Crescent, ROELANDS, WA, 6226",Active,ROELANDS,,KOBY LAWRENSON,,,31 Southwell Crescent,ROELANDS,WA,6226,AU,7153,f,,(08) 9053 4545
28856053095581,Circuit City Corporation,"Neubertbogen 12, Roggliswil, 6265",Active,Roggliswil,,Circuit City Corporation,,,Neubertbogen 12,Roggliswil,,6265,CH,8443,f,,041 857 21 92
32860104710145,Sound Advice ehf.,"78 Seaview Court, TURRAWULLA, QLD, 4742",Active,TURRAWULLA,,Sound Advice ehf.,,,78 Seaview Court,TURRAWULLA,QLD,4742,AU,5564,f,,(07) 4927 6489
32880747040108,GABRIELL MACDEVI,"81 Wharf St, POINT CLARE, NSW, 2250",Active,POINT CLARE,,GABRIELL MACDEVI,,,81 Wharf St,POINT CLARE,NSW,2250,AU,9110,f,,(02) 9247 2811
35176038778967,GABRIEL PLANTE,"91 Walder Crescent, KUNWARARA, QLD, 4702",Active,KUNWARARA,,GABRIEL PLANTE,,,70 boulevard Bryas,KUNWARARA,Picardie,60100,AU,4801,f,,(07) 4985 2342
36132209701913,PHILLIP GARCIA,"1558 Clarksburg Park Road, Yuma, AZ, 85365",Active,Yuma,,PHILLIP GARCIA,,,1558 Clarksburg Park Road,Yuma,AZ,85365,US,4066,f,,928-344-5160
44501933687290,ALEX TENISON-WOO,"50 Argyle Street, TITAATEE CRE, NSW, 2422",Active,TITAATEE CRE,,ALEX TENISON-WOO,,,50 Argyle Street,TITAATEE CRE,NSW,2422,AU,2843,f,,(02) 4963 3432
45868300871978,Robert Hall Imports FI,"2 Prince Street, WHITEMAN CRE, NSW, 2460",Active,WHITEMAN CRE,HASSAN HARDEMON,Robert Hall Imports FI,,,2 Prince Street,WHITEMAN CRE,NSW,2460,AU,5096,f,,(02) 6747 2665
51486519719101,Mr. D's IGA Imports FI,"3260 Cedar Street, Pine Bluff, AR, 71601",Active,Pine Bluff,,Mr. D's IGA Imports FI,,,3260 Cedar Street,Pine Bluff,AR,71601,US,5676,f,,870-788-1172
56743014140918,Licorice Pizza Co,"Olav Nygards veg 113, TRONDHEIM, 7023",Active,TRONDHEIM,HAYLEY COPPERNOLL,Licorice Pizza Co,,,Olav Nygards veg 113,TRONDHEIM,,7023,NO,2815,f,,
58770956437892,HELEN MARTINEZ,"3938 Crummit Lane, Omaha, NE, 68137",Active,Omaha,,HELEN MARTINEZ,,,359 Water Street,Omaha,ON,N2H 5A5,US,8159,f,,402-215-9627
65115602619541,Chess King Imports Cor,"4269 Riverside Drive, Clarkesville, GA, 30523",Active,Clarkesville,,Chess King Imports Cor,,,4269 Riverside Drive,Clarkesville,GA,30523,US,4308,f,,706-839-4882
77486059039233,ROLAND BRENNAN,"691 Jacobs Street, Carnegie, PA, 15106",Active,Carnegie,,ROLAND BRENNAN,,,691 Jacobs Street,Carnegie,PA,15106,US,2757,f,,412-279-5368
82979185554114,Grass Roots Yard Services Imports Empresa,"3683 Pitt St, Cornwall, ON, K6J 3R2",Active,Cornwall,MADGE MULLER,Grass Roots Yard Services Imports Empresa,,,3440 184th Street,Cornwall,AB,T5J 2R4,CA,2313,f,,613-662-3359
97248346161166,Monk Real Estate Service Imports Developments,"4126 Irving Place, Ronkonkoma, NY, 11779",Active,Ronkonkoma,,Monk Real Estate Service Imports Developments,,,4126 Irving Place,Ronkonkoma,NY,11779,US,4909,f,,631-981-2573
6492523734908,MARGARET MCDONAL,"93 Withers Close, ALLTBEITHE, IV40 3YN",Active,ALLTBEITHE,,MARGARET MCDONAL,,,93 Withers Close,ALLTBEITHE,,IV40 3YN,GB,7262,f,,077 2994 6945
11317808074505,AIDEN BETTS,"81 Corio Street, BIRREGURRA, VIC, 3242",Closed,BIRREGURRA,,AIDEN BETTS,,,696 Fox St,BIRREGURRA,North West,2554,AU,3777,f,,(03) 5323 7381
17695475065226,AdventureSports! Imports Firma,"44 Uxbridge Road, SKINNET, KW12 5GN",Active,SKINNET,DOLLY SLONE,AdventureSports! Imports Firma,,,Mindeveien 226,SKINNET,,4327,GB,6266,f,,
17803299048448,Carl Durfees Imports AKF,"4518 Lowndes Hill Park Road, Lancaster, CA, 93535",Active,Lancaster,,Carl Durfees Imports AKF,,,4518 Lowndes Hill Park Road,Lancaster,CA,93535,US,4108,f,,661-423-6531
20608255871787,ELLIOT READ,"12 Front St, HENDERLAND, DG2 8YF",Active,HENDERLAND,,ELLIOT READ,,,12 Front St,HENDERLAND,,DG2 8YF,GB,5395,f,,078 7613 1457
23196212641381,BENJAMIN ALEXAND,"2755 Adams Drive, Houston, TX, 77002",Active,Houston,,BENJAMIN ALEXAND,,,76 Walter Crescent,Houston,NSW,2533,US,4181,f,,979-428-5160
28929628287770,KATRIN HUBER,"Schmarjestrasse 64, Treuenbrietz, BB, 14926",Active,Treuenbrietz,FRED BELSKI,KATRIN HUBER,,,Casut 141,Treuenbrietz,,8774,DE,5222,f,,033204 35 97
35721312233070,Eisner Food Stores Imports gomei-kaisha,"3256 Henry Ford Avenue, New York, NY, 10016",Active,New York,,Eisner Food Stores Imports gomei-kaisha,,,3256 Henry Ford Avenue,New York,NY,10016,US,1952,f,,917-988-7767
43155230099584,CAESAR JANSSON,"Bodbysund 38, TIDAN, 540 18",Active,TIDAN,,CAESAR JANSSON,,,Anders Sadelmakares Gr�nd 90,TIDAN,,640 10,SE,2916,f,,0500-3453675
55701107162583,CALEB SUNDERLAND,"Vinterveien 216, HAFRSFJORD, 4041",Active,HAFRSFJORD,,CALEB SUNDERLAND,,,Haddelandsveien 235,HAFRSFJORD,,4517,NO,6868,f,,
60171877084450,Grass Roots Yard Services Imports Empresa,"3683 Pitt St, Cornwall, ON, K6J 3R2",Active,Cornwall,BONNIE HAGELE,Grass Roots Yard Services Imports Empresa,,,3440 184th Street,Cornwall,AB,T5J 2R4,CA,6408,f,,613-662-3359
61980582951767,KRISTAL TATUM,"27 Norton Street, DUFFYS FORES, NSW, 2084",Active,DUFFYS FORES,GENE NOZICK,KRISTAL TATUM,,,2532 Jewell Road,DUFFYS FORES,MN,55113,AU,4203,f,,(02) 9442 7484
73337562209809,MATHIAS NADEL,"Thayapark 38, ROTSCHITZEN, Carinthia, 9073",Active,ROTSCHITZEN,THERESIA FASCI,MATHIAS NADEL,,,Thayapark 38,ROTSCHITZEN,Carinthia,9073,AT,1676,f,,0660 779 52 60
91306546693704,Morrison's Cafeteria PLC,"Socampo 28, Garcibuey, Salamanca, 37658",Active,Garcibuey,,Morrison's Cafeteria PLC,,,Socampo 28,Garcibuey,Salamanca,37658,ES,7279,f,,923 862 040
91481856142106,Dee's Drive-In ehf.,"67 Eungella Road, HAMILTON ISL, QLD, 4803",Active,HAMILTON ISL,,Dee's Drive-In ehf.,,,67 Eungella Road,HAMILTON ISL,QLD,4803,AU,4943,f,,(07) 4985 1747
93996181340753,KIARA KAY,"88 Sinclair Street, PRICE, SA, 5570",Active,PRICE,HECTOR BATRA,KIARA KAY,,,88 Sinclair Street,PRICE,SA,5570,AU,3067,f,,(08) 8398 0196
1652574704093,Budget Power Imports Manufacturing,"Sint Jansstraat 188, Meterik, LI, 5964 AB",Active,Meterik,,Budget Power Imports Manufacturing,,,Sint Jansstraat 188,Meterik,LI,5964 AB,NL,4125,f,,06-47680283
4463062033966,STEPHEN MENDOZA,"1512 Tibbs Avenue, Missoula, MT, 59802",Active,Missoula,,STEPHEN MENDOZA,,,Vektergata 246,Missoula,,6413,US,5523,f,,
9336727706873,LEONARD BAXTER,"2361 Davis Drive, Newmarket, ON, L3Y 7B4",Active,Newmarket,TAYNA SIDUR,LEONARD BAXTER,,,4469 MacLaren Street,Newmarket,ON,K1P 5M7,CA,698,f,,905-251-0044
20482906817526,ZACHARY GAFFNEY,"88 Feather Street, RUSH CREEK, QLD, 4521",Active,RUSH CREEK,,ZACHARY GAFFNEY,,,31 Seiferts Rd,RUSH CREEK,QLD,4703,AU,1999,f,,(07) 3377 9838
22505205955503,JumboSports Imports EEI,"3504 Devils Hill Road, Jackson, MS, 39201",Active,Jackson,NAN CRESPO,JumboSports Imports EEI,,,3504 Devils Hill Road,Jackson,MS,39201,US,5854,f,,
23197706134087,XAVIER BOWMAN,"58 Goldfields Road, HIGHGROVE, QLD, 4352",Active,HIGHGROVE,,XAVIER BOWMAN,,,2021 Jett Lane,HIGHGROVE,CA,91505,AU,4181,f,,(07) 4572 6133
27452671003848,TIM TRAUGOTT,"1513 Oak Way, Sioux City, NE, 51101",Active,Sioux City,,TIM TRAUGOTT,,,1513 Oak Way,Sioux City,NE,51101,US,4296,f,,402-412-1698
29060936497990,Harold's Corporation,"97 Fergusson Street, STRATHEDEN, NSW, 2470",Active,STRATHEDEN,,Harold's Corporation,,,97 Fergusson Street,STRATHEDEN,NSW,2470,AU,8721,f,,(02) 6732 1627
31718465149183,Bennett Brothers Imports LTD,"Mellingburgredder 92, Poxdorf, BY, 91099",Active,Poxdorf,DAWNA BIALKE,Bennett Brothers Imports LTD,,,Mellingburgredder 92,Poxdorf,BY,91099,DE,6961,f,,09131 35 44 31
36305140087805,SOREN BEAUDOIN,"Linieweg 245, Landskouter, VOV, 9860",Active,Landskouter,IVEY GLASCOE,SOREN BEAUDOIN,,,Ramselsesteenweg 364,Landskouter,WNA,5140,BE,2688,t,,
40395438715642,EDWARD SMITH,"3466 Heather Sees Way, Tahlequah, OK, 74464",Active,Tahlequah,,EDWARD SMITH,,,3466 Heather Sees Way,Tahlequah,OK,74464,US,3326,f,,918-708-5419
41162437066340,Golden Dawn Empresa,"5 Hart Street, ARDGLEN, NSW, 2338",Active,ARDGLEN,ELENORA GADEN,Golden Dawn Empresa,,,5 Hart Street,ARDGLEN,NSW,2338,AU,9956,f,,(02) 4966 9120
45672595943560,MICHAEL MARKLE,"1633 Kovar Road, Bedford, MA, 01730",Active,Bedford,JORGE GUMBERT,MICHAEL MARKLE,,,1621 Spring Avenue,Bedford,PA,19108,US,6888,f,,508-556-0213
47026683177432,Practi-Plan Mapping Firma,"Kaarikatu 49, KAJAANI, Kainuu, 87600",Active,KAJAANI,EHTEL RONNFELDT,Practi-Plan Mapping Firma,,,Kaarikatu 49,KAJAANI,Kainuu,87600,FI,4556,f,,046 721 4969
49364141792990,BONAVENT BARESE,"Via Alessandro Farnese 29, Eores, BZ, 39040",Active,Eores,,BONAVENT BARESE,,,Via Alessandro Manzoni 89,Eores,PV,27040,IT,316,f,,0331 9247190
56130473311304,Red Robin Stores Corp,"300 Cheriton Dr, Hibberdene, KwaZulu-Natal, 4220",Active,Hibberdene,,Red Robin Stores Corp,,,1233 Rissik St,Hibberdene,Mpumalanga,1030,ZA,962,f,,084 649 8577
58256925367280,Jafco Limited,"Via Paolo Gaidano 112, Godia, UD, 33100",Active,Godia,KARYL SCHILLE,Jafco Limited,,,Via Paolo Gaidano 112,Godia,UD,33100,IT,1789,f,,0365 9986947
59927955773968,MONIKA FREYTAG,"Flughafenstrasse 44, Amberg, BY, 92210",Active,Amberg,MARGRET TRAPALIS,MONIKA FREYTAG,,,H�henweg 149,Amberg,,9410,DE,1869,f,,09621 77 79 99
71960998955772,SUNNI KENDRICK,"265 Blair Court, New Hampton, MO, 64471",Active,New Hampton,,SUNNI KENDRICK,,,265 Blair Court,New Hampton,MO,64471,US,5458,f,,660-439-3655
82679109272117,GROSVENO ARSENAU,"Cercas Bajas 45, Sant Fost de, Barcelona, 08100",Active,Sant Fost de,,GROSVENO ARSENAU,,,Cercas Bajas 45,Sant Fost de,Barcelona,8100,ES,8948,f,,650 140 521
86137921809758,Monlinks Imports VOF,"4026 St Jean Baptiste St, Sainte-Gertr, QC, G0X 2S0",Active,Sainte-Gertr,,Monlinks Imports VOF,,,4026 St Jean Baptiste St,Sainte-Gertr,QC,G0X 2S0,CA,8815,f,,
7217428161715,Team Electronics Imports VOF,"Ekelundvegen 241, PORSGRUNN, 3919",Active,PORSGRUNN,,Team Electronics Imports VOF,,,Ekelundvegen 241,PORSGRUNN,,3919,NO,4238,f,,947 20 935
20849725368614,WAYNE NUNEZ,"Jykintie 68, PIRKKALA, Pirkanmaa, 33950",Active,PIRKKALA,,WAYNE NUNEZ,,,746 Rose Street,PIRKKALA,SK,S4P 3V2,FI,2825,f,,044 281 7503
22660435220254,MARJORIE LEVERET,"55 Border Drive, BULGARY, NSW, 2650",Active,BULGARY,,MARJORIE LEVERET,,,55 Border Drive,BULGARY,NSW,2650,AU,7687,f,,(02) 6136 6538
31839083561752,Matrix Design Imports Entertainment,"99 Sullivan Court, SWANWATER WE, VIC, 3480",Active,SWANWATER WE,,Matrix Design Imports Entertainment,,,30 Henley Beach Road,SWANWATER WE,SA,5157,AU,2773,f,,(03) 5348 9148
45156185415114,Chase Pitkin Imports Ltda.,"Ruster Strasse 9, PAASDORF, Lower Austria, 2130",Active,PAASDORF,,Chase Pitkin Imports Ltda.,,,Ybbsstrasse 38,PAASDORF,Upper Austria,4844,AT,2850,f,,0664 387 21 15
47516210958007,MATTEO RANGEL,"Alvaro Cunqueiro 81, Villafranco, Seville, 41140",Active,Villafranco,,MATTEO RANGEL,,,Calvo Sotelo 24,Villafranco,Valladolid,47239,ES,5697,f,,955 275 118
53006462303108,Golf Augusta Pro Shops Imports AK,"3 Glenpark Road, SOUTH URUNGA, NSW, 2455",Active,SOUTH URUNGA,,Golf Augusta Pro Shops Imports AK,,,3 Glenpark Road,SOUTH URUNGA,NSW,2455,AU,8003,f,,(02) 6788 2654
64495869320424,Red Food Imports SICAV,"1438 Edington Drive, Atlanta, GA, 30318",Active,Atlanta,VELIA ROGEL,Red Food Imports SICAV,,,1438 Edington Drive,Atlanta,GA,30318,US,5903,f,,678-764-5492
78381334734608,Hastings Imports R.L,"62 Rimbanda Road, MOOGEM, NSW, 2370",Active,MOOGEM,ANNETTA DILLING,Hastings Imports R.L,,,62 Rimbanda Road,MOOGEM,NSW,2370,AU,2447,f,,(02) 6799 6500
80036762104159,TIM TRAUGOTT,"3407 Lee Avenue, Camden, NJ, 08102",Active,Camden,,TIM TRAUGOTT,,,3407 Lee Avenue,Camden,NJ,8102,US,1279,f,,856-406-9476
80656885474681,Netcom Business Services Imports Inc,"24 Border Drive, BURRANDANA, NSW, 2650",Active,BURRANDANA,MORRIS PADUANO,Netcom Business Services Imports Inc,,,24 Border Drive,BURRANDANA,NSW,2650,AU,6353,f,,
81680862873854,Big Wheel Imports SpA,"45 Railway Street, LINTHORPE, QLD, 4356",Active,LINTHORPE,ELMO VANDENBERGHE,Big Wheel Imports SpA,,,45 Railway Street,LINTHORPE,QLD,4356,AU,6967,f,,(07) 4593 0293
82329691714557,IGNAZIO MARINO,"Via Giberti 43, Grugliasco, TO, 10095",Active,Grugliasco,,IGNAZIO MARINO,,,Via Carlo Cattaneo 90,Grugliasco,SS,7030,IT,7846,f,,0325 6628894
83189694986771,Play Town SICAV,"Corso Garibaldi 41, Castelliri, FR, 03030",Active,Castelliri,,Play Town SICAV,,,Corso Garibaldi 41,Castelliri,FR,3030,IT,1040,f,,0362 9207583
92298155646564,ORLANDO STLOUIS,"41 Frencham Street, TOOMA, NSW, 2642",Active,TOOMA,MCKINLEY HYKES,ORLANDO STLOUIS,,,41 Frencham Street,TOOMA,NSW,2642,AU,2362,f,,(02) 6115 9645
96749091196831,Golden Dawn Empresa,"5 Hart Street, ARDGLEN, NSW, 2338",Active,ARDGLEN,,Golden Dawn Empresa,,,5 Hart Street,ARDGLEN,NSW,2338,AU,5961,f,,(02) 4966 9120
169013008690,SEBASTIA BECKER,"Im Wingert 70, Leibstadt, 5325",Active,Leibstadt,,SEBASTIA BECKER,,,4301 Viking Drive,Leibstadt,OH,43130,CH,4539,f,,062 258 75 19
15043691420573,MALLORY MARSEAU,"50 Ferny Avenue, WATALGAN, QLD, 4670",Active,WATALGAN,NAN GITZLAFF,MALLORY MARSEAU,,,Boulevard General Wahis 86,WATALGAN,VOV,9820,AU,1212,f,,(07) 3248 7453
15848771338756,Modern Realty PLC,"1206 Bagwell Avenue, Ocala, FL, 34471",Active,Ocala,ERNIE SASSAMAN,Modern Realty PLC,,,1206 Bagwell Avenue,Ocala,FL,34471,US,4279,f,,352-629-7047
33014899366694,Listenin' Booth Imports Agricultural,"Kiannonkatu 38, HAILUOTO, Northern Ostrobothnia, 90480",Active,HAILUOTO,,Listenin' Booth Imports Agricultural,,,Kiannonkatu 38,HAILUOTO,Northern Ostrobothnia,90480,FI,9310,f,,041 266 0180
43698529777990,LINDA TAYLOR,"3861 Emma Street, Sanford, TX, 79036",Active,Sanford,,LINDA TAYLOR,,,3861 Emma Street,Sanford,TX,79036,US,6221,f,,806-865-4380
72033994003062,Kenny Rogers Roasters Imports EEI,"81 Rupara Street, PROSPECT WES, SA, 5082",Active,PROSPECT WES,,Kenny Rogers Roasters Imports EEI,,,81 Rupara Street,PROSPECT WES,SA,5082,AU,7918,f,,(08) 8396 9356
77418632767257,Flagg Bros. Shoes Imports EE,"91 Railway Street, CLONTARF, QLD, 4357",Active,CLONTARF,JACQUETTA CARLTON,Flagg Bros. Shoes Imports EE,,,91 Railway Street,CLONTARF,QLD,4357,AU,298,f,,(07) 4542 7172
79813322788405,Finast EEIG,"4941 Edsel Road, Gardena, CA, 90248",Active,Gardena,ALBERTA KLACIC,Finast EEIG,,,4941 Edsel Road,Gardena,CA,90248,US,8843,f,,818-472-0647
81269504994352,MARTHA CAMP,"1639 Thompson Drive, Oakland, CA, 94609",Active,Oakland,,MARTHA CAMP,,,1639 Thompson Drive,Oakland,CA,94609,US,9823,f,,510-450-9050
83524679712082,SUSAN CHUN,"4638 Corpening Drive, Flint, MI, 48548",Active,Flint,,SUSAN CHUN,,,12 Gaggin Street,Flint,NSW,2321,US,1074,f,,248-422-6688
84057082528091,PATRICK STAINFOR,"3 Masthead Drive, FRENCHVILLE, QLD, 4701",Active,FRENCHVILLE,,PATRICK STAINFOR,,,3 Masthead Drive,FRENCHVILLE,QLD,4701,AU,4766,f,,(07) 4981 9314
94270839974609,NICOLE SANDERS,"625 Laurel Lane, Coahoma, TX, 79511",Active,Coahoma,KRYSTA BARESI,NICOLE SANDERS,,,625 Laurel Lane,Coahoma,TX,79511,US,7919,f,,432-394-0638
97488622870641,PATRICIA BERRY,"845 St. John Street, Malmesbury, Western Cape, 7302",Closed,Malmesbury,,PATRICIA BERRY,,,3735 Happy Hollow Road,Malmesbury,NC,28352,ZA,8635,f,,084 853 2603
413059589707,PATRICK STAINFOR,"3 Masthead Drive, FRENCHVILLE, QLD, 4701",Active,FRENCHVILLE,,PATRICK STAINFOR,,,3 Masthead Drive,FRENCHVILLE,QLD,4701,AU,3515,f,,(07) 4981 9314
3003708722880,Kids Mart Imports Empresa,"629 Bedford Street, Norwalk, CT, 06854",Active,Norwalk,,Kids Mart Imports Empresa,,,629 Bedford Street,Norwalk,CT,6854,US,8739,f,,203-963-2188
10613294426906,KATHLEEN BRAGG,"2536 McVaney Road, Asheville, NC, 28801",Active,Asheville,,KATHLEEN BRAGG,,,2536 McVaney Road,Asheville,NC,28801,US,2688,f,,828-240-3119
13871502899482,JOANNE BENSON,"47 Canterbury Road, VENN OTTERY, EX11 7HW",Active,VENN OTTERY,,JOANNE BENSON,,,47 Canterbury Road,VENN OTTERY,,EX11 7HW,GB,7858,f,,
